RML,NOMBRE_COL,AREA,CALLE,NIVELES,US_ACT2020,geometry,Year,REGION,MANZANA,LOTE,SHAPE_AREA,ZONA,Categoria,Value
03 044 007,,132.0,PRIV CORREGIDORA 312,2,HU,"MULTIPOLYGON (((-100.4073460506671 25.65948632728709, -100.4072891641948 25.65962928734849, -100.4072211588738 25.65960737157734, -100.4072412648842 25.65955660363187, -100.407243805135 25.65955090101931, -100.407283075428 25.65945201929972, -100.4073510806693 25.65947393504569, -100.4073460506671 25.65948632728709)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 004,,122.0,PRIV CORREGIDORA 306,2,HU,"MULTIPOLYGON (((-100.4070833299276 25.65940823477232, -100.4070905877073 25.65939003712633, -100.4071528111954 25.65941003370356, -100.4070908572374 25.65956552736347, -100.4070722670729 25.65955978157344, -100.4070285562673 25.65954556677498, -100.4070833299276 25.65940823477232)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 022,,179.0,HIDALGO 535 Y 2 DE ABRIL,1,HU,"MULTIPOLYGON (((-100.4076813210873 25.65947642655173, -100.4076451634065 25.65956861272945, -100.4075847726135 25.65954895136848, -100.4075485641422 25.65953738001024, -100.4075568728044 25.6595158923019, -100.4075684084107 25.65948753151667, -100.4075701452224 25.65948300048347, -100.4076085534369 25.65938694842595, -100.4076910592918 25.65941429648981, -100.4076943922905 25.65944297237806, -100.4076813210873 25.65947642655173)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 006,SAN PEDRO,125.0,PRIV CORREGIDORA 310,2,HU,"MULTIPOLYGON (((-100.4072830768803 25.65945201826549, -100.4072438065873 25.65955089998508, -100.4072412663364 25.65955660259764, -100.407221160326 25.65960737054311, -100.4071569469866 25.65958693469361, -100.4072188996255 25.6594313352244, -100.4072830768803 25.65945201826549)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 008,,128.0,PRIV CORREGIDORA 314,2,HU,"MULTIPOLYGON (((-100.4073460492555 25.65948632838413, -100.4073510792577 25.65947393614272, -100.4074168961145 25.65949506179435, -100.4074117560125 25.659508019385, -100.4074090319814 25.65951464074089, -100.407354939559 25.65965030870293, -100.4072891627831 25.65962928844553, -100.4073460492555 25.65948632838413)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 019 007,,187.0,CORREGIDORASUR 501,2,HU,"MULTIPOLYGON (((-100.4064253227725 25.65950785937523, -100.4064652949262 25.65941528372418, -100.4064851960725 25.65942214438576, -100.4066573502432 25.65948306680831, -100.4066384948665 25.65952588202764, -100.4065776265494 25.65950344427106, -100.4065574311706 25.65955211881821, -100.4064253227725 25.65950785937523)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 011,,138.0,2 DE ABRIL PTE 474 SAN PEDR,2,HU,"MULTIPOLYGON (((-100.4086280900152 25.65942585562868, -100.4086022100667 25.65948524954536, -100.4085989918807 25.65949286318961, -100.4085572709766 25.65958841843916, -100.4084924634574 25.65956710722483, -100.4085235504832 25.65949052290412, -100.4085260906807 25.65948482027171, -100.4085382638751 25.65945444299996, -100.4085431083232 25.65944282839996, -100.4085592948221 25.6594029606083, -100.4086280900152 25.65942585562868)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 020,,122.0,2 DE ABRIL 341,2,HU,"MULTIPOLYGON (((-100.4075411686257 25.65936456615217, -100.4074810699771 25.65951563359181, -100.4074168939098 25.65949505643458, -100.407428194838 25.65946659211639, -100.4074774508344 25.65934324397711, -100.4075411686257 25.65936456615217)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 036,,136.0,2 DE ABRIL 456,1,HU,"MULTIPOLYGON (((-100.4083435639846 25.65937975196158, -100.40834518736 25.65937550415733, -100.4083533278261 25.65935627517285, -100.4083613851021 25.65933658851095, -100.4084257677888 25.65935818603094, -100.4084088279276 25.65940017713989, -100.4084078866816 25.65940286657791, -100.4083800910666 25.65947144858162, -100.4083779763769 25.65947693550353, -100.4083594905061 25.6595231383997, -100.4082931581597 25.65950120699038, -100.4083435639846 25.65937975196158)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 019,,125.0,2 DE ABRIL OTE 339,2,HU,"MULTIPOLYGON (((-100.4073899011451 25.6593767098563, -100.4074118634916 25.65932165658283, -100.4074774521965 25.65934324289861, -100.4074168952719 25.65949505535608, -100.407351078415 25.65947392970445, -100.4073899011451 25.6593767098563)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 010,,141.0,2 DE ABRIL 468,2,HU,"MULTIPOLYGON (((-100.4084748407264 25.65942165525966, -100.4084920616304 25.65938040205424, -100.4085592963032 25.6594029594835, -100.4085431098042 25.65944282727515, -100.4085382653561 25.65945444187516, -100.4085260921617 25.6594848191469, -100.4085235519643 25.65949052177932, -100.4084924649384 25.65956710610002, -100.4084237872432 25.6595442804243, -100.4084748407264 25.65942165525966)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 019 008,,750.0,5 DE MAYO,0,HU,"MULTIPOLYGON (((-100.4064599360922 25.65942770128975, -100.4063817509986 25.65960877805306, -100.4063202521292 25.65976237610638, -100.4061515906808 25.65970531523305, -100.4062931635119 25.65935431332245, -100.4064652990346 25.65941528067808, -100.4064599360922 25.65942770128975)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 005,SAN PEDRO,129.0,PRIV CORREGIDORA 304,2,HU,"MULTIPOLYGON (((-100.4072189009976 25.65943133415484, -100.4071569483587 25.65958693362403, -100.4070908558247 25.65956552837024, -100.4071528097827 25.65941003471032, -100.4071737841353 25.65941667447454, -100.4071839029088 25.65942010370842, -100.4072189009976 25.65943133415484)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 009,,136.0,2 DE ABRIL 462-A,2,HU,"MULTIPOLYGON (((-100.4084088265158 25.65940017821888, -100.4084257663769 25.65935818710994, -100.4084920630718 25.65938040094787, -100.4084237886846 25.65954427931793, -100.4083594890943 25.6595231394787, -100.408377974965 25.65947693658251, -100.4083800896548 25.65947144966061, -100.4084078852698 25.65940286765689, -100.4084088265158 25.65940017821888)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 001,,196.0,CORREGIDORA 506,1,HU,"MULTIPOLYGON (((-100.4069572001196 25.65934716394945, -100.4068951697644 25.65950279934246, -100.4068022861132 25.65947315263282, -100.4067964783858 25.65946238137401, -100.4068586098158 25.65931535040129, -100.4069572001196 25.65934716394945)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 018,,130.0,2 DE ABRIL 337 SAN PEDRO,2,HU,"MULTIPOLYGON (((-100.4073158064772 25.65936962895962, -100.4073440447612 25.65929892679973, -100.4074118649029 25.6593216554587, -100.4073510798264 25.65947392858033, -100.4072830745851 25.65945201283435, -100.4073158064772 25.65936962895962)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 003,SAN PEDRO,127.0,PRIV CORREGIDORA 308,2,HU,"MULTIPOLYGON (((-100.4070905890399 25.65939003608422, -100.4070285575999 25.65954556573286, -100.4069635611791 25.65952471413932, -100.4070255914539 25.65936907872094, -100.4070905890399 25.65939003608422)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 002,,133.0,PRIV CORREGIDORA 302,2,HU,"MULTIPOLYGON (((-100.4070255928458 25.65936907763312, -100.4069635625709 25.65952471305151, -100.4068951682681 25.65950280087369, -100.4069571986234 25.65934716548067, -100.4070255928458 25.65936907763312)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 018 001,,2238.0,5 DE MAYO 110,2,HM,"MULTIPOLYGON (((-100.4057703849667 25.65921385889695, -100.4056256786782 25.65952153828487, -100.4051233636606 25.65934145383576, -100.4052740884107 25.65900007420635, -100.4057861911211 25.65917971291417, -100.4057703849667 25.65921385889695)))",2011,,,,,Casco Urbano,HABITACIONAL MULTIFAMILIAR,1
03 044 021,,128.0,2 DE ABRIL 343,2,HU,"MULTIPOLYGON (((-100.4076085552564 25.65938694727984, -100.4075701470419 25.65948299933736, -100.4075684102302 25.65948753037056, -100.4075568746239 25.65951589115579, -100.4075485659617 25.65953737886413, -100.4074810685352 25.65951563465303, -100.4075411671838 25.65936456721338, -100.4076085552564 25.65938694727984)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 007,,135.0,2 DE ABRIL 450,2,HU,"MULTIPOLYGON (((-100.408361386484 25.65933658742322, -100.408353329208 25.65935627408511, -100.4083451887419 25.65937550306959, -100.4083435653665 25.65937975087385, -100.4082931595415 25.65950120590264, -100.408228586812 25.65947999811727, -100.4082931539643 25.65932183371842, -100.4082959491371 25.65931464737571, -100.408361386484 25.65933658742322)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 019 002,,1826.0,5 DE MAYO 500 Y PRIV ALDAMA,2,HU,"MULTIPOLYGON (((-100.4062861711147 25.65935182589373, -100.4062931674585 25.6593543066755, -100.4061515946275 25.65970530858612, -100.40574171918 25.65956661908436, -100.4058883272216 25.65921108399995, -100.4062861711147 25.65935182589373)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 015,,120.0,2 DE ABRIL 319,2,HU,"MULTIPOLYGON (((-100.4071140974417 25.659330941909, -100.4071524331292 25.65923531387288, -100.4072142347635 25.65925584350443, -100.4071616162096 25.65938779407099, -100.4071595767939 25.65939306863973, -100.4071528103518 25.65941002717501, -100.4070905868637 25.65939003059778, -100.4071140974417 25.659330941909)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 016,,128.0,2 DE ABRIL 325,2,HU,"MULTIPOLYGON (((-100.4072646417286 25.65931686567598, -100.4072189001541 25.65943132764434, -100.4071839020653 25.65942009719793, -100.4071737832919 25.65941666796404, -100.4071528089393 25.65941002819983, -100.4071595753814 25.65939306966456, -100.4071616147971 25.65938779509581, -100.407214233351 25.65925584452925, -100.4072801373877 25.6592777805702, -100.4072646417286 25.65931686567598)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 006,,132.0,2 DE ABRIL 444,2,HU,"MULTIPOLYGON (((-100.4082959505394 25.65931464632389, -100.4082931553665 25.65932183266661, -100.4082285882143 25.65947999706545, -100.4081655759919 25.65945912686074, -100.408207475934 25.65935559945777, -100.4082148564792 25.65933792960586, -100.4082326639703 25.65929360246433, -100.4082846628213 25.65931108737468, -100.4082959505394 25.65931464632389)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 004,,138.0,2 DE ABRIL 420,2,HU,"MULTIPOLYGON (((-100.4081602123122 25.65928382472356, -100.4080979592133 25.65943692344198, -100.4080314679988 25.65941471130014, -100.4081005429691 25.65924937939353, -100.4081509378285 25.65926613920398, -100.4081653556369 25.65927114922074, -100.4081602123122 25.65928382472356)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 005,SAN PEDRO,142.0,PRIV MORELOS 202,1,HU,"MULTIPOLYGON (((-100.4037812895968 25.65923147582612, -100.4038178949996 25.65924374968403, -100.4037501590854 25.65938769454164, -100.4036751348632 25.65936115395689, -100.4037396045773 25.65921741688851, -100.4037812895968 25.65923147582612)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 014,,127.0,2 DE ABRIL 313 PTE,2,HU,"MULTIPOLYGON (((-100.4070613128452 25.65927953541426, -100.4070875474625 25.65921382537907, -100.4071524344515 25.65923531280379, -100.407090588186 25.65939002952869, -100.4070255906 25.6593690721654, -100.4070420317592 25.6593276502944, -100.4070499758244 25.65930824693212, -100.4070613128452 25.65927953541426)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 017,,123.0,2 DE ABRIL 235,2,HU,"MULTIPOLYGON (((-100.4073440462131 25.65929892573842, -100.407283076037 25.65945201177304, -100.4072188987822 25.65943132873196, -100.4072801360157 25.65927778165782, -100.4073440462131 25.65929892573842)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 022,,142.0,PRIV HIDALGO 118,2,HU,"MULTIPOLYGON (((-100.4086009366343 25.65930062648922, -100.4085774139737 25.65935862220532, -100.4085719627339 25.65937158284441, -100.4085592953332 25.65940295238737, -100.4084920606605 25.65938039495812, -100.4085621134572 25.65921223198154, -100.4086281240563 25.65923328468424, -100.4086009366343 25.65930062648922)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 003,,134.0,2 DE ABRIL 414,1,HU,"MULTIPOLYGON (((-100.408100544361 25.65924937831474, -100.4080314693907 25.65941471022134, -100.4079682647722 25.65939401813093, -100.408036044238 25.65922771124875, -100.408100544361 25.65924937831474)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 005,,141.0,2 DE ABRIL 438,2,HU,"MULTIPOLYGON (((-100.408232665332 25.65929360135873, -100.408214857841 25.65933792850027, -100.4082074772958 25.65935559835217, -100.4081655773537 25.65945912575515, -100.4080979577716 25.65943692453029, -100.4081653541953 25.65927115030905, -100.408232665332 25.65929360135873)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 023,SAN PEDRO,142.0,PRIVADA HIDALGO 120,2,HU,"MULTIPOLYGON (((-100.4086773677424 25.65929294636645, -100.4086305146975 25.6594203232596, -100.4086280891638 25.65942584845017, -100.4085592939708 25.65940295342978, -100.4085719613714 25.65937158388682, -100.4085774126112 25.65935862324773, -100.4086281226939 25.65923328572665, -100.4086918285895 25.65925358474432, -100.4086773677424 25.65929294636645)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 013,,133.0,2 DE ABRIL 307,1,HU,"MULTIPOLYGON (((-100.4070875488539 25.65921382425513, -100.4070499772158 25.65930824580818, -100.4070420331506 25.65932764917046, -100.4070255919914 25.65936907104147, -100.406957197769 25.65934715888902, -100.4070195351142 25.65919116783846, -100.4070875488539 25.65921382425513)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 006,,136.0,PRIV MORELOS 204,1,HU,"MULTIPOLYGON (((-100.4037046035501 25.65920576118009, -100.4037396062463 25.65921741564457, -100.4036751365321 25.65936115271295, -100.4036013259505 25.65933523525349, -100.4036653014894 25.65919249045889, -100.4037046035501 25.65920576118009)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 002,,143.0,2 DE ABRIL 408,1,HU,"MULTIPOLYGON (((-100.4080239414317 25.65925734607085, -100.4079682661536 25.65939401700708, -100.4078997467563 25.65937140115327, -100.407968225014 25.65920494648787, -100.4080360456194 25.65922771012491, -100.4080239414317 25.65925734607085)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 007,,132.0,PRIVADA MORELOS M 42 L 7,1,HU,"MULTIPOLYGON (((-100.4035857518451 25.65918143945285, -100.4035916597988 25.65916755763035, -100.4036605752954 25.65919084182174, -100.4036653030887 25.65919248921562, -100.4036013275497 25.65933523401024, -100.4035300932354 25.65930999708872, -100.4035857518451 25.65918143945285)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 033 007,,424.0,2 DE ABRIL 310,1,HU,"MULTIPOLYGON (((-100.4076744823073 25.65920175925249, -100.4076961196483 25.65920901191703, -100.4077130383596 25.65921491481988, -100.4077533574221 25.65922859784128, -100.4077773484476 25.65923697181228, -100.4077480031896 25.65930948338656, -100.4077275615924 25.65931507651251, -100.4073525662919 25.65919338594747, -100.4073876921949 25.65910611201624, -100.407388559365 25.65910374070669, -100.4076744823073 25.65920175925249)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 008,,141.0,PRIVADA MORELOS M 42 L 8,1,HU,"MULTIPOLYGON (((-100.4035842770623 25.65916501752116, -100.4035916613775 25.65916755633311, -100.4035300948141 25.65930999579148, -100.4034528395237 25.65928279569682, -100.4035136137662 25.65914130665082, -100.4035842770623 25.65916501752116)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 020,,134.0,PRIV HIDALGO 114,2,HU,"MULTIPOLYGON (((-100.4084098258368 25.65922018869199, -100.4084304478604 25.65917033258783, -100.4084933328733 25.65919032220702, -100.4084257668496 25.65935817901578, -100.408361384163 25.65933658149578, -100.4084098258368 25.65922018869199)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 038,,143.0,PRIV HIDALGO 116,2,HU,"MULTIPOLYGON (((-100.4084727255667 25.6592415546184, -100.4084933314108 25.65919032321428, -100.4085621148788 25.6592122308844, -100.4084920620821 25.65938039386098, -100.4084257653871 25.65935818002304, -100.4084727255667 25.6592415546184)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 004,,140.0,PRIV HERNANDEZ 200,2,HU,"MULTIPOLYGON (((-100.4038382094089 25.65925067970715, -100.4038920049149 25.65926878375173, -100.4038265865901 25.65941457554672, -100.4037501574869 25.65938769584809, -100.4038178934011 25.65924375099049, -100.4038364125874 25.65925009743661, -100.4038382094089 25.65925067970715)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 044 012,SAN PEDRO,190.0,CORREGIDORA 510,2,HM,"MULTIPOLYGON (((-100.4070195366006 25.65919116631636, -100.4069571992554 25.65934715736693, -100.4068586089516 25.65931534381877, -100.4069245293303 25.65915960040376, -100.4070195366006 25.65919116631636)))",2011,,,,,Casco Urbano,HABITACIONAL MULTIFAMILIAR,1
03 019 001,,3837.0,CORREGIDORA 520,2,HU,"MULTIPOLYGON (((-100.4058047095983 25.6591394801873, -100.4058418185492 25.65905060612914, -100.4059407457015 25.65882891094807, -100.4068022669787 25.65912794581198, -100.4066682306429 25.65945833222677, -100.406657348921 25.65948304156813, -100.4064851947503 25.65942211914558, -100.4058883178445 25.65921106845278, -100.4059027664424 25.65917560217624, -100.4058037710687 25.65914168571591, -100.4058047095983 25.6591394801873)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 001,,133.0,HIDALGO 402,3,HU,"MULTIPOLYGON (((-100.4078965069101 25.65920486190412, -100.40790521236 25.65918389879269, -100.4079273258266 25.65919144442076, -100.407968226466 25.65920494542655, -100.4078997482082 25.65937140009194, -100.4078362667138 25.65935032267382, -100.4078965069101 25.65920486190412)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 009,,140.0,PRIVADA MORELOS 210,1,HU,"MULTIPOLYGON (((-100.403389009129 25.65922459203873, -100.4034291091382 25.65912651443074, -100.4034342620468 25.65911461487545, -100.4035056759063 25.65913858047843, -100.4035076689274 25.65913930193816, -100.4035136154443 25.65914130533457, -100.4034528412018 25.65928279438057, -100.4033762592477 25.65925567982535, -100.403389009129 25.65922459203873)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 014,SAN PEDRO,240.0,MORELOS 481,2,HU,"MULTIPOLYGON (((-100.4039276539584 25.6591894349892, -100.4038920045678 25.65926877793164, -100.4038382090619 25.65925067388705, -100.4038364122404 25.65925009161652, -100.4036652978749 25.65919248718918, -100.4036605700816 25.6591908397953, -100.4037022555287 25.65910854689533, -100.4039276539584 25.6591894349892)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 018,SAN PEDRO,271.0,PRIV HIDALGO 110,2,HU,"MULTIPOLYGON (((-100.4084304492717 25.65917033061501, -100.4083613855743 25.65933657952296, -100.4082959482275 25.65931463947546, -100.4082846605095 25.65931108052624, -100.4082326616584 25.6592935956159, -100.4082997560788 25.65912863540539, -100.4084304492717 25.65917033061501)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 016,,132.0,PRIV HIDALGO 106,2,HU,"MULTIPOLYGON (((-100.4081966330989 25.65919427411183, -100.4081843451816 25.6592248288108, -100.4081653546996 25.65927114235904, -100.4081509368912 25.65926613234228, -100.4081005420318 25.65924937253183, -100.4081685609342 25.65908690747652, -100.4082321503688 25.65910724309854, -100.4081966330989 25.65919427411183)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 010,,123.0,PRIVADA MORELOS M 42 L 10,1,HU,"MULTIPOLYGON (((-100.4033595467562 25.65910432848869, -100.40336484086 25.65909119320876, -100.4034342637364 25.65911461369452, -100.4034291108279 25.6591265132498, -100.4033762609374 25.65925567864442, -100.4033075296746 25.65923151085208, -100.4033595467562 25.65910432848869)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 011,,128.0,PRIVADA MORELOS M 42 L 11,1,HU,"MULTIPOLYGON (((-100.4032855287883 25.65908049243507, -100.4032912389296 25.65906633038222, -100.4033648423597 25.65909119197548, -100.4033075311744 25.65923150961881, -100.4032364948309 25.65920655279843, -100.4032855287883 25.65908049243507)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 034,SAN PEDRO,138.0,PRIV HIDALGO 102,2,HU,"MULTIPOLYGON (((-100.4080630515485 25.65916152721281, -100.4080360447029 25.65922770333524, -100.4079682240975 25.65920493969819, -100.4080343949957 25.65904415011627, -100.40810208471 25.65906571587698, -100.4080630515485 25.65916152721281)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 033 022,,279.0,HIDALGO,2,HU,"MULTIPOLYGON (((-100.4076313620732 25.65912234617428, -100.4076522610492 25.65912919820018, -100.4078006782598 25.65917911680552, -100.4077773481114 25.65923696947712, -100.4077533570858 25.65922859550613, -100.4077130380234 25.65921491248472, -100.4076961193121 25.65920900958188, -100.4073885590288 25.65910373837153, -100.4074110234278 25.65904836284867, -100.4076286645278 25.65912127888285, -100.4076313620732 25.65912234617428)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 017,,140.0,PRIV HIDALGO 108,2,HU,"MULTIPOLYGON (((-100.4081966316565 25.65919427513694, -100.4082321489264 25.65910724412366, -100.4082997588143 25.65912863422334, -100.408232664394 25.65929359443384, -100.4081653532572 25.65927114338416, -100.4081966316565 25.65919427513694)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 013,,154.0,PRIVADA MORELOS 218,1,HU,"MULTIPOLYGON (((-100.4031843059756 25.65902619796269, -100.40321849273 25.6590379661965, -100.4031570980302 25.65917849938909, -100.4031255644696 25.6591673404552, -100.4030726113909 25.65915085277195, -100.4031255894212 25.65902316507209, -100.4031324594098 25.65900835705795, -100.4031843059756 25.65902619796269)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 021 013,,127.0,HIDALGO 616 SUR,2,HU,"MULTIPOLYGON (((-100.4080343964382 25.65904414910018, -100.40796822554 25.65920493868212, -100.4079273249007 25.65919143767632, -100.407905211434 25.65918389204825, -100.4079713940128 25.65902408987012, -100.4080343964382 25.65904414910018)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 033 023,SAN PEDRO,297.0,HIDALGO 603,1,HU,"MULTIPOLYGON (((-100.4077861476974 25.65910487453303, -100.4078255635546 25.65911786088979, -100.4078006779115 25.65917911428991, -100.4076313617249 25.65912234365866, -100.4076286641795 25.65912127636724, -100.4074110230795 25.65904836033305, -100.407434839317 25.65898881017023, -100.4077861476974 25.65910487453303)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 019,,193.0,5 DE MAYO,2,HU,"MULTIPOLYGON (((-100.4035921374185 25.65897730498157, -100.4036102729126 25.65894257148225, -100.403683877149 25.65896750343873, -100.4035842756993 25.65916500916476, -100.4035076658864 25.65913929489803, -100.4035921374185 25.65897730498157)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 012,,138.0,PRIV MOTELOS 216,2,HU,"MULTIPOLYGON (((-100.40328080737 25.65905930519694, -100.4032922952647 25.65906335636058, -100.4032912404874 25.65906632900392, -100.4032855303461 25.65908049105678, -100.4032364963887 25.65920655142014, -100.4031880811438 25.65918931236869, -100.4031807754728 25.65918684331131, -100.4031570964333 25.65917850083999, -100.4032184911332 25.6590379676474, -100.40328080737 25.65905930519694)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 015,SAN PEDRO,408.0,5 DE MAYO 238,1,HU,"MULTIPOLYGON (((-100.4036102745853 25.6589425688569, -100.4035076675591 25.65913929227269, -100.4035056745379 25.65913857081295, -100.4033565552886 25.65908837238388, -100.403444237055 25.65888646711836, -100.4036102745853 25.6589425688569)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 033 024,,293.0,HIDALGO 605,2,S,"MULTIPOLYGON (((-100.4074393734912 25.65897730188193, -100.4074587350859 25.65892943305499, -100.4078266821956 25.65905076814903, -100.4078496545184 25.65905855237447, -100.4078255632163 25.65911785838311, -100.4074348389787 25.65898880766355, -100.4074393734912 25.65897730188193)))",2011,,,,,Casco Urbano,SERVICIOS,1
03 017 001,,1700.0,JUAREZ Y 5 DE MAYO 555,2,HU,"MULTIPOLYGON (((-100.4046478896239 25.65884851782057, -100.4046770729679 25.65878520271262, -100.4050558560105 25.65891620875973, -100.4048964810873 25.65926422170959, -100.40451853226 25.65913710127346, -100.4046478896239 25.65884851782057)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 018,SAN PEDRO,197.0,5 DE MAYO 207,2,HU,"MULTIPOLYGON (((-100.4037394591717 25.65903531930863, -100.4037366422582 25.65904067185187, -100.403660573872 25.65919083341176, -100.4035842740602 25.65916501040841, -100.4036838755099 25.65896750468239, -100.4037606806113 25.65899328751261, -100.4037394591717 25.65903531930863)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 033 002,,290.0,HIDALGO 607,1,HU,"MULTIPOLYGON (((-100.4077412872642 25.65895633076134, -100.4078731784094 25.65900066002995, -100.4078496541999 25.65905854984955, -100.4078266818771 25.6590507656241, -100.4074587347674 25.65892943053006, -100.4074828593417 25.6588696305097, -100.4077412872642 25.65895633076134)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 016,SAN PEDRO,208.0,5 DE MAYO 240,2,HU,"MULTIPOLYGON (((-100.4033983520694 25.65899200515873, -100.4033565587679 25.65908837090585, -100.4032912378512 25.65906632165292, -100.4032922926285 25.65906334900958, -100.4032808047338 25.65905929784594, -100.4032756088166 25.65905754913375, -100.4033645455792 25.65885979345309, -100.4034442405343 25.65888646564033, -100.4033983520694 25.65899200515873)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 066 002,DEL VALLE,154.0,SAN PEDRO 212,2,HU,"MULTIPOLYGON (((-100.406826561632 25.6588487618614, -100.406764909654 25.65900347659952, -100.4066854842683 25.65897662731859, -100.4067485337308 25.65882161700853, -100.406826561632 25.6588487618614)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 042 017,SAN PEDRO,361.0,5 DE MAYO 245,2,HU,"MULTIPOLYGON (((-100.4031324569532 25.65900834888362, -100.4032225359036 25.65881174614053, -100.4033645473556 25.65885979117886, -100.4032756105931 25.6590575468595, -100.4031324569532 25.65900834888362)))",2011,,,,,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
