RML,NOMBRE_COL,AREA,CALLE,NIVELES,US_ACT2020,geometry,Year,REGION,MANZANA,LOTE,SHAPE_AREA,ZONA,Categoria,Value
03 036 007,SAN FELIPE,,E CARRANZA 360,1,HU,"MULTIPOLYGON (((-100.4077847197515 25.6584241206076, -100.4077901198469 25.65841087236853, -100.4077925589291 25.65840488728, -100.4078248684205 25.65832561811392, -100.4078314594844 25.65830944757591, -100.4078410270346 25.65828597491397, -100.4078693347149 25.65829535162293, -100.4078877148116 25.65830144017207, -100.4079108341991 25.65830909912078, -100.4078983124599 25.65833982042797, -100.4078622770731 25.65842822995486, -100.4078597208205 25.65843450147734, -100.4078544466263 25.6584474424359, -100.4077847197515 25.6584241206076)))",2020,03,036,007,121.800484767,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 001 022,,,ALLENDE 439 INT,1,HU,"MULTIPOLYGON (((-100.4079827596022 25.66083046721999, -100.4080196111515 25.6607358435602, -100.4080432729 25.66074341327235, -100.4080493575784 25.66074535981852, -100.4080363993978 25.66077863230398, -100.4080125060398 25.66083998258208, -100.4079827596022 25.66083046721999)))",2020,04,001,022,35.19762409001,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 001 027,,,ALLENDE 439 INT 3,1,HU,"MULTIPOLYGON (((-100.4078379943425 25.66078348676136, -100.4078706334669 25.66070526623824, -100.4079022057665 25.66062960205477, -100.4079352289804 25.6606401665466, -100.407969590124 25.66065115871863, -100.4079733749255 25.66065236995691, -100.4079612477637 25.66068311544994, -100.4079493198933 25.66071335703133, -100.4079447451036 25.66072495411492, -100.4079206223434 25.66078611428395, -100.407912050311 25.66080784657047, -100.4078897591188 25.6608005146112, -100.4078486729171 25.6607869997017, -100.4078379943425 25.66078348676136)))",2020,04,001,027,141.339018809,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 001 005,,,5 DE MAYO 457,2,HU,"MULTIPOLYGON (((-100.4079022057665 25.66062960205477, -100.407910444496 25.66060985746274, -100.4079527746756 25.66050841315705, -100.4079641613998 25.66048112371962, -100.4079657436436 25.66047733180722, -100.4079825349998 25.66043709111994, -100.4079873669756 25.6604255096114, -100.4079903309024 25.66041840713777, -100.4080357662753 25.66043352776962, -100.4080569153195 25.66044056646436, -100.4080539309372 25.66044813230201, -100.4080510858757 25.66045534648723, -100.4080115489136 25.66055558654858, -100.4080049832645 25.66057223175071, -100.4080001695681 25.66058443695738, -100.4079733749255 25.66065236995691, -100.407969590124 25.66065115871863, -100.4079352289804 25.6606401665466, -100.4079022057665 25.66062960205477)))",2020,04,001,005,183.4231166913,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 001 014,,,5 DE MAYO 451,1,A,"MULTIPOLYGON (((-100.4078308566607 25.66060677806981, -100.407859032343 25.66053504880319, -100.4078641733859 25.66052196015796, -100.4078901745952 25.66045576560592, -100.4079075980261 25.66041140812291, -100.4079088429122 25.66040823972776, -100.4079147316477 25.66039324786962, -100.4079903309024 25.66041840713777, -100.4079873669756 25.6604255096114, -100.4079825349998 25.66043709111994, -100.4079657436436 25.66047733180722, -100.4079641613998 25.66048112371962, -100.4079527746756 25.66050841315705, -100.407910444496 25.66060985746274, -100.4079022057665 25.66062960205477, -100.4078609030204 25.66061638988666, -100.4078308566607 25.66060677806981)))",2020,04,001,014,196.444124344,Casco Urbano,ABANDONADA,1
04 001 028,,,PRIVADA,1,HU,"MULTIPOLYGON (((-100.4077702047245 25.66076118728496, -100.4077735611732 25.66075264277871, -100.4077920167689 25.6607056579715, -100.4078126632178 25.6606530949476, -100.4078229269581 25.66062696568833, -100.4078287509167 25.66061213968094, -100.4078308566607 25.66060677806981, -100.4078609030204 25.66061638988666, -100.4079022057665 25.66062960205477, -100.4078706334669 25.66070526623824, -100.4078379943425 25.66078348676136, -100.4078009273628 25.66077129367558, -100.4077702047245 25.66076118728496)))",2020,04,001,028,134.9079076527,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 001 015,SAN PEDRO,,5 DE MAYO 408,1,HU,"MULTIPOLYGON (((-100.4077695290203 25.66058715913951, -100.407762015428 25.66058475507182, -100.40778193687 25.66053798003602, -100.4077978709208 25.66050056816124, -100.4078458504221 25.66038791550261, -100.407847694337 25.66038358657625, -100.4078524126892 25.66037250815607, -100.4079147316477 25.66039324786962, -100.4079088429122 25.66040823972776, -100.4079075980261 25.66041140812291, -100.4078901745952 25.66045576560592, -100.4078641733859 25.66052196015796, -100.407859032343 25.66053504880319, -100.4078308566607 25.66060677806981, -100.4077695290203 25.66058715913951)))",2020,04,001,015,175.9610297477,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 001 032,UNION J LOPEZ PRTILL,,PRIV J LOPEZ PORTILLO 439 INT 7,1,HU,"MULTIPOLYGON (((-100.4077073903948 25.6607405245222, -100.4077098020247 25.66073457310566, -100.4077254673878 25.6606959088587, -100.4077273600754 25.66069123637778, -100.407742295459 25.66065437404878, -100.4077463683982 25.66064432208476, -100.4077695290203 25.66058715913951, -100.4078308566607 25.66060677806981, -100.4078287509167 25.66061213968094, -100.4078229269581 25.66062696568833, -100.4078126632178 25.6606530949476, -100.4077920167689 25.6607056579715, -100.4077735611732 25.66075264277871, -100.4077702047245 25.66076118728496, -100.4077073903948 25.6607405245222)))",2020,04,001,032,119.9635689571,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 001 018,SAN PEDRO,,5 DE MAYO PTE 427,1,HU,"MULTIPOLYGON (((-100.4077028666958 25.66056583377122, -100.4076753872186 25.66055704314189, -100.4077181271187 25.66045246835334, -100.4077556329464 25.66036070140125, -100.4077607952951 25.66034806939926, -100.4077629721729 25.66034274231433, -100.4078524126892 25.66037250815607, -100.407847694337 25.66038358657625, -100.4078458504221 25.66038791550261, -100.4077978709208 25.66050056816124, -100.40778193687 25.66053798003602, -100.407762015428 25.66058475507182, -100.4077108732486 25.66056839469902, -100.4077028666958 25.66056583377122)))",2020,04,001,018,237.2126050049,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 001 010,,,HIDALGO 410,1,HU,"MULTIPOLYGON (((-100.407265234328 25.66084236633163, -100.4072799696076 25.66080244619303, -100.4073098041309 25.66072162009413, -100.4073189243865 25.66072443213362, -100.4073312680239 25.66072823783514, -100.4073962866097 25.66074828542796, -100.407426290885 25.66075753659721, -100.4074961585693 25.6607790785625, -100.4075160237862 25.66078520338353, -100.4075389884203 25.66079228423226, -100.4075314370773 25.66081042412, -100.4075240785464 25.66082810169107, -100.4075092161366 25.66086380493082, -100.4074901100925 25.66090970352136, -100.407415147144 25.66088725636823, -100.4073298682684 25.66086172065527, -100.407265234328 25.66084236633163)))",2020,04,001,010,336.4705350062,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 001 012,SAN PEDRO,,HIDALGO 426,1,HU,"MULTIPOLYGON (((-100.4073717391112 25.66055383368995, -100.4073939375503 25.66049369793991, -100.4075098258477 25.66053304739867, -100.4075396040745 25.66054315844009, -100.4076175047728 25.66056960936335, -100.4076085662982 25.66059415846959, -100.407595575493 25.66062983734788, -100.4075650341072 25.66061946733568, -100.4075376812858 25.66061017979073, -100.40750339324 25.66059853675345, -100.4074852940559 25.66059239128818, -100.4074480625072 25.66057974917073, -100.4073954412669 25.66056188163436, -100.4073944050825 25.66056152958009, -100.4073717391112 25.66055383368995)))",2020,04,001,012,168.3362308852,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 001 020,,,HIDALGO 416,1,HU,"MULTIPOLYGON (((-100.4073498950102 25.6606130117006, -100.4073717391112 25.66055383368995, -100.4073944050825 25.66056152958009, -100.4073954412669 25.66056188163436, -100.4074480625072 25.66057974917073, -100.4074852940559 25.66059239128818, -100.40750339324 25.66059853675345, -100.4075376812858 25.66061017979073, -100.4075650341072 25.66061946733568, -100.407595575493 25.66062983734788, -100.4076019896175 25.66063201457596, -100.4075906949024 25.660663415613, -100.4075806427049 25.66069136117105, -100.407514536011 25.66066891442841, -100.4074536552704 25.66064824283844, -100.4073986075764 25.66062955182257, -100.4073702645895 25.66061992799934, -100.4073498950102 25.6606130117006)))",2020,04,001,020,170.6850959211,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 001 023,,,HIDALGO SUR 412,1,HU,"MULTIPOLYGON (((-100.4073098041309 25.66072162009413, -100.4073367402599 25.66064864880196, -100.4073498950102 25.6606130117006, -100.4073702645895 25.66061992799934, -100.4073986075764 25.66062955182257, -100.4074536552704 25.66064824283844, -100.407514536011 25.66066891442841, -100.4075806427049 25.66069136117105, -100.4075783708283 25.66069767689491, -100.4075733511387 25.66070973510402, -100.407559186346 25.66074376314155, -100.407548536589 25.66076934716971, -100.4075389884203 25.66079228423226, -100.4075160237862 25.66078520338353, -100.4074961585693 25.6607790785625, -100.407426290885 25.66075753659721, -100.4073962866097 25.66074828542796, -100.4073312680239 25.66072823783514, -100.4073189243865 25.66072443213362, -100.4073098041309 25.66072162009413)))",2020,04,001,023,301.949718935,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 003 020,SAN PEDRO,,GALEANA 443,2,HU,"MULTIPOLYGON (((-100.4072692698959 25.66243784049809, -100.4073515480902 25.66224900287245, -100.4073779280651 25.66218845934409, -100.4074210105449 25.66208957926229, -100.4074760080414 25.66210936679643, -100.4074356653353 25.6621975703762, -100.4074319424453 25.66220570941476, -100.4074311246274 25.66220749683147, -100.4074202861883 25.66223119208824, -100.4074036172179 25.66226763682916, -100.4073981538003 25.66227958103712, -100.4073881661871 25.6623014163283, -100.4073571145604 25.66236930540412, -100.4073436254916 25.66239879637142, -100.4073173466429 25.66245624844067, -100.4072692698959 25.66243784049809)))",2020,04,003,020,232.1400176812,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 036 006,,,E CARRANZA 370,2,HU,"MULTIPOLYGON (((-100.4078544466263 25.6584474424359, -100.4078597208205 25.65843450147734, -100.4078622770731 25.65842822995486, -100.4078983124599 25.65833982042797, -100.4079108341991 25.65830909912078, -100.4079806413784 25.65833222239021, -100.40797869127 25.65833700647961, -100.4079680305728 25.65836316215047, -100.4079617871345 25.65837847975255, -100.4079532769476 25.65839935734321, -100.4079417922338 25.65842753433149, -100.4079294389829 25.65845784321598, -100.4079241725201 25.65847076333652, -100.4078544466263 25.6584474424359)))",2020,03,036,006,121.9731843753,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 036 002,,,HIDALGO 725,1,HU,"MULTIPOLYGON (((-100.4079532769476 25.65839935734321, -100.4079617871345 25.65837847975255, -100.4079680305728 25.65836316215047, -100.40797869127 25.65833700647961, -100.4079864376633 25.65833956629564, -100.4080051036197 25.658345735135, -100.4081041667058 25.65837847235288, -100.4081098950025 25.65838036545889, -100.4081248897702 25.65838532014344, -100.4081003115604 25.65844794736426, -100.40808477175 25.65844281194669, -100.4080811665634 25.65844162064467, -100.4079532769476 25.65839935734321)))",2020,03,036,002,115.3454158258,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 036 004,,,HIDALGO 745,2,HU,"MULTIPOLYGON (((-100.4080047930075 25.65827296605575, -100.4080284169335 25.6582150067962, -100.4080470338639 25.65822115894947, -100.4081052667927 25.65824040318054, -100.4081625436923 25.65825933158208, -100.4081729812229 25.65826278092359, -100.4081501333959 25.65832099635143, -100.4080463311103 25.65828669327944, -100.4080309073322 25.65828159646171, -100.4080047930075 25.65827296605575)))",2020,03,036,004,106.0049304121,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 036 003,,,HIDALGO 735,2,HU,"MULTIPOLYGON (((-100.40797869127 25.65833700647961, -100.4079806413784 25.65833222239021, -100.4079844641153 25.65832284275301, -100.4080047930075 25.65827296605575, -100.4080309073322 25.65828159646171, -100.4080463311103 25.65828669327944, -100.4081501333959 25.65832099635143, -100.4081316226219 25.6583681632085, -100.4081248897702 25.65838532014344, -100.4081098950025 25.65838036545889, -100.4081041667058 25.65837847235288, -100.4080051036197 25.658345735135, -100.4079864376633 25.65833956629564, -100.40797869127 25.65833700647961)))",2020,03,036,003,117.7864915307,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 036 022,,,CORREGIDORA 730,1,HU,"MULTIPOLYGON (((-100.4073430332881 25.6581257809102, -100.4073676468842 25.65806461157684, -100.4074791822671 25.658102242546, -100.4075118074847 25.65811324978703, -100.4074917117385 25.65816255176286, -100.407488942464 25.65816934718497, -100.407486912929 25.6581743252457, -100.4074541196703 25.65816326093422, -100.4073430332881 25.6581257809102)))",2020,03,036,022,111.2611926804,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 036 021,,,CORREGIDORA SUR 720,2,HU,"MULTIPOLYGON (((-100.4073179812014 25.65818804060446, -100.4073430332881 25.6581257809102, -100.4074541196703 25.65816326093422, -100.407486912929 25.6581743252457, -100.4074773085363 25.65819788943051, -100.4074758967876 25.65820135376285, -100.4074737355816 25.65820665631588, -100.4074615758676 25.65823648839569, -100.4073349034013 25.65819375053788, -100.4073179812014 25.65818804060446)))",2020,03,036,021,113.0214562096,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 036 023,SAN PEDRO,,CORREGIDORA 740,1,HU,"MULTIPOLYGON (((-100.4073676468842 25.65806461157684, -100.4073689110065 25.65806147008592, -100.4073936242679 25.65800005240475, -100.4074944392126 25.65803406605328, -100.4075045925235 25.6580374920017, -100.4075380808391 25.65804879066358, -100.4075242382816 25.65808275148942, -100.4075118074847 25.65811324978703, -100.4074791822671 25.658102242546, -100.4073676468842 25.65806461157684)))",2020,03,036,023,117.6614762128,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 033 006,,,HIDALGO 617,2,HU,"MULTIPOLYGON (((-100.4075573677293 25.65868871498144, -100.4075780739795 25.6586374442996, -100.4075819025635 25.65862796530131, -100.4076218013923 25.6586412127822, -100.4076721979806 25.65865794606469, -100.4077408459005 25.65868074024538, -100.407857732324 25.65871955078949, -100.4078950190269 25.65873193136504, -100.4079740227816 25.65875816384312, -100.4079721328643 25.65876281463181, -100.4079493958098 25.65881877181996, -100.40791669552 25.65880792340941, -100.4078407052238 25.65878271366466, -100.4077449915848 25.65875095968896, -100.4076436816227 25.6587173500751, -100.4076397263477 25.65871603754418, -100.4075573677293 25.65868871498144)))",2020,03,033,006,300.1153663998,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 033 024,,,HIDALGO 605,2,S,"MULTIPOLYGON (((-100.4074375410934 25.65898540441808, -100.4074620150814 25.65892480792605, -100.4074918131689 25.65893469398946, -100.4075255455299 25.65894588465734, -100.4076068492467 25.65897285716461, -100.4077192932219 25.65901016134838, -100.4077209173361 25.65901070003921, -100.4078294490908 25.65904670563771, -100.4078385837454 25.65904973600152, -100.4078535308198 25.65905469478263, -100.4078289249995 25.65911524746251, -100.4078141109248 25.65911033253919, -100.4077952025577 25.65910405948041, -100.4076948193403 25.65907075697541, -100.407659452812 25.65905902414258, -100.407502259652 25.65900687508513, -100.4075010715708 25.65900648115868, -100.4074679202278 25.65899548260893, -100.4074375410934 25.65898540441808)))",2020,03,033,024,299.1054806447,Casco Urbano,SERVICIOS,1
03 033 023,SAN PEDRO,,HIDALGO 603,1,HU,"MULTIPOLYGON (((-100.4074129828617 25.65904620937572, -100.4074375410934 25.65898540441808, -100.4074679202278 25.65899548260893, -100.4075010715708 25.65900648115868, -100.407502259652 25.65900687508513, -100.407659452812 25.65905902414258, -100.4076948193403 25.65907075697541, -100.4077952025577 25.65910405948041, -100.4078141109248 25.65911033253919, -100.4078289249995 25.65911524746251, -100.407804234936 25.65917600860815, -100.4077706444893 25.6591648644907, -100.4077363670072 25.6591534931514, -100.4076539130456 25.65912613816896, -100.4076348946817 25.65911982913288, -100.4076317144588 25.65911877456784, -100.4075904854987 25.65910509661984, -100.4075008000899 25.65907534287279, -100.4074777014499 25.65906768005233, -100.4074129828617 25.65904620937572)))",2020,03,033,023,300.0354621769,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
03 033 011,,,PRIV CORREGIDORA 658,2,M1,"MULTIPOLYGON (((-100.407022901664 25.65891679684045, -100.4070477651016 25.65885609373128, -100.4070983645586 25.65887288032997, -100.407227525453 25.65891573070995, -100.4072389972487 25.65891953670584, -100.4072844153988 25.65893460449358, -100.4073040157563 25.65894110659442, -100.4073483098439 25.65895580148495, -100.4074375410934 25.65898540441808, -100.4074129828617 25.65904620937572, -100.4073353483855 25.65902045364624, -100.4073237515715 25.65901660642949, -100.4072155109971 25.65898069695582, -100.4071433499735 25.65895675636416, -100.407022901664 25.65891679684045)))",2020,03,033,011,298.9690981074,Casco Urbano,HABITACIONAL CON COMERCIO O SERVICIOS,1
03 033 012,SAN PEDRO,,CORREGIDORA 664,2,HU,"MULTIPOLYGON (((-100.4070477651016 25.65885609373128, -100.407072543288 25.65879559819432, -100.4070784036853 25.65879754243289, -100.4071148821556 25.65880964389221, -100.4071478574013 25.65882058373134, -100.4071962057038 25.65883662366653, -100.4072129028502 25.6588421633348, -100.4072808565143 25.65886470710971, -100.4073934383053 25.65890205717165, -100.4074163138961 25.65890964631753, -100.4074620150814 25.65892480792605, -100.4074375410934 25.65898540441808, -100.4073483098439 25.65895580148495, -100.4073040157563 25.65894110659442, -100.4072844153988 25.65893460449358, -100.4072389972487 25.65891953670584, -100.407227525453 25.65891573070995, -100.4070983645586 25.65887288032997, -100.4070477651016 25.65885609373128)))",2020,03,033,012,297.7139674179,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 008 005,,,,0,S,"MULTIPOLYGON (((-100.4068430155381 25.66591098922919, -100.4068470591921 25.66589680971198, -100.4066876135792 25.66586722975011, -100.4067372551879 25.66564426305557, -100.4067586378974 25.6655482250533, -100.4071063151615 25.66566718860335, -100.4070937872461 25.66570450256023, -100.4070752662981 25.66575966417938, -100.407040537471 25.66586310159628, -100.4070133214904 25.66594415970188, -100.406936972918 25.66592928900293, -100.4068430155381 25.66591098922919)))",2020,04,008,005,1204.439021042,Casco Urbano,SERVICIOS,1
04 008 003,,,REFORMA 302,1,S,"MULTIPOLYGON (((-100.4063372420188 25.66549308975546, -100.4063630972959 25.66542602199424, -100.4063753885788 25.66541708986167, -100.406501231465 25.6654601495638, -100.4065113109365 25.66546359793886, -100.4065757317816 25.6654856405603, -100.4065472079003 25.66556282710751, -100.4065005789134 25.66554734018828, -100.4064801862928 25.66554056667128, -100.4064410522795 25.66552756890342, -100.4064109634304 25.66551757533744, -100.4063372420188 25.66549308975546)))",2020,04,008,003,203.6473967571,Casco Urbano,SERVICIOS,1
04 008 001,,,ALLENDE NTE 346,2,HU,"MULTIPOLYGON (((-100.4061218696719 25.66605176344394, -100.4062589295446 25.66609021902985, -100.4062763302797 25.66609510102953, -100.4063387226733 25.66611260747734, -100.4063112787719 25.66618235126026, -100.4063018757409 25.6662062483909, -100.4062202183911 25.66617951167485, -100.4060891632785 25.66613660128924, -100.4061218696719 25.66605176344394)))",2020,04,008,001,238.3496336885,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 007 002,,,HIDALGO 311,1,HM,"MULTIPOLYGON (((-100.4055453430823 25.66573814747194, -100.4055264455629 25.66573169167277, -100.4054881444078 25.6657186070784, -100.4054127033794 25.66569283296074, -100.4053986650273 25.66568803674888, -100.405349670344 25.6656712983097, -100.4052694382434 25.66564388823053, -100.4053270876263 25.66549692675301, -100.4053275055022 25.66549586096948, -100.405338957108 25.66546858012369, -100.405442210737 25.66550191601633, -100.4054905035154 25.66551750733556, -100.4055376342855 25.665532723407, -100.4056315888551 25.66556305643678, -100.4057182653343 25.66559103895042, -100.4056412990897 25.6657709305262, -100.4056191697787 25.66576337007367, -100.405573560845 25.66574778816374, -100.4055453430823 25.66573814747194)))",2020,04,007,002,843.8959378514,Casco Urbano,HABITACIONAL MULTIFAMILIAR,1
04 007 027,,,LIBERTAD 404,2,HU,"MULTIPOLYGON (((-100.4052493663048 25.66569505499298, -100.4052875775596 25.66570863167095, -100.4052804599083 25.6657273622581, -100.4052528542767 25.66580001281265, -100.405238978491 25.66583653064782, -100.4051991515963 25.66582306341223, -100.4052133935064 25.66578675783786, -100.4052493663048 25.66569505499298)))",2020,04,007,027,62.94157024233,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 007 029,,,ALLENDE Y LIBERTAD PTE 478,2,HU,"MULTIPOLYGON (((-100.4059121443111 25.66606416417314, -100.4059491005824 25.66598109564767, -100.4059704935236 25.66593300835592, -100.4059802232288 25.66591113771865, -100.4059826372259 25.66590571267104, -100.4059936190533 25.66588102750306, -100.4060592593662 25.66590213046214, -100.4060370271103 25.66595373976986, -100.406014886958 25.66600513421009, -100.4059849794255 25.66607455768517, -100.4059699189942 25.66608370064831, -100.4059121443111 25.66606416417314)))",2020,04,007,029,155.0768837787,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 007 015,,,ALLENDE 323,1,HU,"MULTIPOLYGON (((-100.4059936190533 25.66588102750306, -100.4059242777609 25.6658587358945, -100.4059403207918 25.66582065955723, -100.4059538321529 25.66578859354741, -100.4059960232692 25.6658013895461, -100.4060023399368 25.66580330504274, -100.4060865702364 25.66582885151416, -100.406068682041 25.66587684817421, -100.4060592593662 25.66590213046214, -100.4059936190533 25.66588102750306)))",2020,04,007,015,119.9572357901,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 007 025,,,ALLENDE NTE 305,2,HM,"MULTIPOLYGON (((-100.4059337417831 25.66551261409726, -100.4059510848862 25.6654671516042, -100.405953701218 25.66546029177431, -100.4059574010431 25.66545059466209, -100.405969195535 25.6654544274212, -100.4059842091621 25.66545930627394, -100.4060545841309 25.66548217656575, -100.4060832773473 25.66549150109358, -100.4061297503225 25.66550660322936, -100.4061594185878 25.66551624427834, -100.4062002933481 25.66552952780679, -100.4061764687788 25.66558763679257, -100.4061752074149 25.66559102201838, -100.4061341617594 25.66557769408451, -100.4060588667366 25.66555324428899, -100.4060250083842 25.66554224957792, -100.4059915040613 25.66553137062513, -100.4059337417831 25.66551261409726)))",2020,04,007,025,187.5792239339,Casco Urbano,HABITACIONAL MULTIFAMILIAR,1
04 007 024,,,ALLENDE 303 Y REFORMA,2,HU,"MULTIPOLYGON (((-100.4061297503225 25.66550660322936, -100.4061422771347 25.66547528522642, -100.4061903306331 25.665355153996, -100.4062499705255 25.66537584340436, -100.4062564198791 25.66539263668804, -100.4062135988397 25.66549707553034, -100.4062126894118 25.66549929448608, -100.4062002933481 25.66552952780679, -100.4061594185878 25.66551624427834, -100.4061297503225 25.66550660322936)))",2020,04,007,024,133.9378290562,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 007 007,,,HIDALGO 328 Y 403,1,HM,"MULTIPOLYGON (((-100.405338957108 25.66546858012369, -100.4053844174469 25.66536027715035, -100.4054130414948 25.66529208229474, -100.4054887306238 25.66511176343534, -100.4056446228269 25.66516584368683, -100.4056298269167 25.66520186933279, -100.4056444344812 25.66520636119619, -100.4056304362138 25.6652421886568, -100.4055952756006 25.66533217917128, -100.4055814204646 25.66536764139773, -100.405600585674 25.66537390681942, -100.4056000621883 25.66537522642067, -100.4055879884422 25.66540568772133, -100.4055376342855 25.665532723407, -100.4054905035154 25.66551750733556, -100.405442210737 25.66550191601633, -100.405338957108 25.66546858012369)))",2020,04,007,007,818.6387891114,Casco Urbano,HABITACIONAL MULTIFAMILIAR,1
02 008 006,,,HIDALGO Y LIBERTAD,0,BU,"MULTIPOLYGON (((-100.4048237721978 25.66569346084529, -100.4048296303856 25.66567963498332, -100.4048638652221 25.66559882837895, -100.4048750154207 25.66557251110737, -100.4051367385517 25.6656563261762, -100.4050855385443 25.66578408673293, -100.4048237721978 25.66569346084529)))",2020,02,008,006,411.5942716764,Casco Urbano,BALDIO URBANO,1
02 008 003,,,REFORMA E HIDALGO 305,1,S,"MULTIPOLYGON (((-100.4049181571027 25.66511675166893, -100.4049973114399 25.66493198561438, -100.4051913088606 25.6650009379341, -100.4052662894619 25.66502758877732, -100.4053734408076 25.66506567324608, -100.4053474766392 25.66513046308833, -100.4053003083875 25.66524816227692, -100.4051145470238 25.66518428432951, -100.4049181571027 25.66511675166893)))",2020,02,008,003,886.3451473068,Casco Urbano,SERVICIOS,1
02 008 004,,,REFORMA NTE 310,1,S,"MULTIPOLYGON (((-100.404655677958 25.66521697096543, -100.4044629351723 25.66514822796521, -100.4045219154698 25.66500944197459, -100.4046128966323 25.66479535215549, -100.404894503028 25.66489544447075, -100.4049973114399 25.66493198561438, -100.4049181571027 25.66511675166893, -100.4048831888133 25.66519837520863, -100.4048461239991 25.66528489344662, -100.404701012511 25.66523313906042, -100.404655677958 25.66521697096543)))",2020,02,008,004,1734.770939502,Casco Urbano,SERVICIOS,1
02 009 001,,,LIBERTAD 201,1,HU,"MULTIPOLYGON (((-100.4034726142531 25.66501577799454, -100.4035323051836 25.66503594258213, -100.4035997165515 25.6650587152815, -100.4035931714271 25.66507539802573, -100.403574420172 25.66512318963929, -100.4035721256099 25.6651290387477, -100.4035429645894 25.66520336161786, -100.4035276629143 25.66524236233525, -100.4034002148639 25.66519832863664, -100.4034147791379 25.66516160570842, -100.4034726142531 25.66501577799454)))",2020,02,009,001,294.0429318567,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 010 033,,,B REYES NTE 571,1,HU,"MULTIPOLYGON (((-100.4075484771368 25.66438118026696, -100.4076482093797 25.66414259199446, -100.4076700166392 25.66409042227632, -100.407672243407 25.6640850965175, -100.4076948616888 25.66403098595797, -100.407791295119 25.66406521933222, -100.4077875680996 25.66407496008594, -100.4077495121285 25.66417442648737, -100.4077447025629 25.66418699639956, -100.4077351327354 25.66421200844519, -100.4077267498227 25.66423391766163, -100.4077106519116 25.664275993458, -100.4076927378244 25.66432281502919, -100.4076767809866 25.66436452019316, -100.4076756955507 25.66436735750573, -100.4076563712315 25.66441786459162, -100.4076544758256 25.66441722017673, -100.4076325491223 25.66440976460726, -100.4075807920413 25.66439216694673, -100.407575337877 25.66439031271789, -100.4075484771368 25.66438118026696)))",2020,04,010,033,454.6633439674,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 010 025,,,ABASOLO 197,2,HU,"MULTIPOLYGON (((-100.4073423601765 25.66437932004126, -100.4073428565004 25.66437806479906, -100.4073661452346 25.66431918525323, -100.4074146245612 25.66433566887669, -100.4074358120734 25.66434287248863, -100.4074523746135 25.664348504587, -100.4074846745068 25.66435948691913, -100.4075484771368 25.66438118026696, -100.407575337877 25.66439031271789, -100.4075807920413 25.66439216694673, -100.4076325491223 25.66440976460726, -100.4076544758256 25.66441722017673, -100.4076563712315 25.66441786459162, -100.4076331536226 25.66447854830282, -100.4075536854156 25.66445143094489, -100.40750740483 25.66443563851857, -100.407497041456 25.66443210175953, -100.407484635624 25.66442786873227, -100.4074316845372 25.66440980040816, -100.4073897679771 25.6643954971024, -100.4073423601765 25.66437932004126)))",2020,04,010,025,220.9938578656,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
04 010 032,,,JOSE VASCONCELOS 563,1,HU,"MULTIPOLYGON (((-100.4074846745068 25.66435948691913, -100.407590144979 25.66408670002323, -100.4075921192916 25.66408159338589, -100.4076217243393 25.66400502280734, -100.4076948616888 25.66403098595797, -100.407672243407 25.6640850965175, -100.4076700166392 25.66409042227632, -100.4076482093797 25.66414259199446, -100.4075484771368 25.66438118026696, -100.4074846745068 25.66435948691913)))",2020,04,010,032,305.7886904552,Casco Urbano,HABITACIONAL UNIFAMILIAR,1
